Book	Member	Employee	DateOfLoan	DateToReturn	DateReturned	LoanId	Rating	LateDays	LateFee
0880704756	830	5	1101	1419	1254	14231	0	169	28.73
0880704756	830	11	875	442	211	13693	0	0	0
0880881291	135	3	137	699	1422	12633	7	0	0
0880881291	135	19	107	390	261	16157	7	0	0
0881039217	606	11	1006	1404	427	18953	8	180	30.6
0881039217	606	21	1422	1284	1164	21151	8	150	25.5
0881063940	797	6	967	961	1110	6845	6	0	0
0881063940	797	21	1248	1327	449	11835	6	0	0
0881330388	164	5	312	806	1413	9896	10	0	0
0881848328	587	7	280	517	280	11761	7	0	0
0883610361	141	20	755	1133	1468	13088	2	0	0
0883680971	569	17	21	1410	1040	8553	5	0	0
0883781042	650	22	1401	1025	469	9475	4	0	0
0884948102	237	12	1194	549	583	6750	10	0	0
0884948102	237	18	54	601	7	8895	10	0	0
0886772397	907	12	947	466	949	12417	5	0	0
0886772702	42	3	574	137	59	19091	8	0	0
0886773733	468	8	833	677	419	11053	2	0	0
0886773733	468	16	1037	1079	1486	8364	2	0	0
0886773733	833	8	833	677	419	11053	1	0	0
0886773733	833	16	1037	1079	1486	8364	1	0	0
0886774918	869	15	33	586	704	10953	7	239	40.63
0886776651	802	6	581	230	1352	19008	4	0	0
0886776651	802	23	1232	229	572	7154	4	0	0
0886777011	478	2	691	1368	845	8477	4	0	0
0886777011	478	5	413	1167	1093	8960	4	311	52.87
0886777011	478	20	1258	527	1073	7540	4	0	0
0886777011	478	23	183	476	711	19584	4	94	15.98
0886778581	167	10	455	882	1296	18486	4	0	0
0886778581	167	18	883	460	1708	19765	4	271	46.07
0886778581	167	22	497	566	554	12935	4	282	47.94
0886778581	513	10	455	882	1296	18486	7	0	0
0886778581	513	18	883	460	1708	19765	7	271	46.07
0886778581	513	22	497	566	554	12935	7	282	47.94
0886778794	855	13	1303	1180	1324	14356	9	353	60.01
0886778921	313	7	1195	1302	995	6639	9	0	0
0886778921	313	21	231	573	231	18498	9	0	0
0886779014	543	24	716	906	1290	2895	4	30	5.1
0886878624	192	2	330	935	1107	15824	6	0	0
0886878624	192	6	549	947	744	9914	6	133	22.61
0886878624	192	22	179	939	385	610	6	0	0
0887307884	414	7	718	883	49	15362	6	0	0
0887307884	414	18	460	834	148	4837	6	0	0
0887508111	802	8	1326	1460	345	11345	3	0	0
0887508111	802	16	351	511	1511	15329	3	63	10.71
0887841740	98	20	466	201	410	18030	0	0	0
0889104220	378	23	532	401	399	1906	1	0	0
0889221456	126	7	786	452	1444	3283	7	0	0
0889951640	418	6	653	629	1342	8615	4	0	0
0890091366	181	7	662	1459	1231	15643	0	0	0
0890091366	181	9	768	838	512	19463	0	0	0
0890420254	21	14	416	821	811	16701	0	0	0
0890420254	21	21	1336	118	1430	14077	0	0	0
0890842795	321	16	286	1119	1116	13436	10	0	0
0890842795	321	24	440	115	597	13753	10	0	0
0890878536	444	3	1300	1164	1234	13385	10	0	0
0890878897	397	12	42	56	534	21697	9	0	0
0891043039	401	12	573	51	277	13637	6	0	0
089107760X	980	15	97	946	1217	16096	4	10	1.7
089107919X	566	8	209	576	656	14535	3	0	0
089107919X	566	11	1046	801	1213	11394	3	0	0
089107919X	566	23	496	934	7	12086	3	0	0
0891347208	840	11	231	573	359	13420	2	0	0
0891902309	333	11	180	1227	1297	13074	4	0	0
0892811285	367	17	355	851	825	9982	8	0	0
0892811285	367	21	44	117	98	2296	8	0	0
0892967080	712	18	1172	843	1375	21875	7	0	0
0893754102	196	8	32	1395	75	7682	5	0	0
0894801341	336	7	911	1458	204	14811	8	127	21.59
0894801341	336	8	196	945	1566	8629	8	179	30.43
0894807730	271	8	1489	351	1603	18158	8	262	44.54
0894807730	271	19	1118	510	20	14510	8	0	0
0895296675	55	7	620	504	796	19812	8	322	54.74
0895296675	55	22	37	591	1346	15911	8	0	0
0895296675	449	7	620	504	796	19812	0	322	54.74
0895296675	449	22	37	591	1346	15911	0	0	0
0895297221	842	8	868	223	929	12054	0	0	0
0895551950	121	2	378	885	794	20773	6	46	7.82
0895551950	121	16	813	1101	1175	15822	6	162	27.54
0895552418	203	5	271	183	927	8754	8	50	8.5
0895552418	203	24	792	425	317	20674	8	301	51.17
0895770997	425	10	564	305	492	1944	9	0	0
0895775646	606	1	965	1196	200	15813	1	0	0
089577951X	352	17	738	1309	466	6118	10	0	0
0895861682	374	1	226	303	1177	5126	9	0	0
0895861682	374	8	742	664	1114	13558	9	0	0
0895872102	834	6	1478	1411	1213	18389	1	0	0
0896086011	27	21	430	1182	219	10344	2	12	2.04
0897335163	302	6	1205	1475	516	11604	5	0	0
0897335163	302	11	1353	6	417	17892	5	0	0
089793217X	587	11	1308	631	453	9973	8	0	0
089793217X	587	21	1132	1296	614	19305	8	0	0
0898401003	704	14	1004	789	1371	16027	6	6	1.02
0898707129	449	10	762	1247	467	3122	7	0	0
0898795044	982	7	770	257	1306	4099	1	0	0
0899195318	822	12	493	410	1167	1646	9	0	0
0906517109	387	1	1086	553	1088	12877	2	0	0
0910244413	843	7	770	257	196	17181	5	222	37.74
0911274863	977	2	3	120	3	11895	10	0	0
0911274863	977	15	1067	731	1015	14296	10	0	0
0911274863	977	16	886	484	226	21130	10	246	41.82
0912656506	406	10	1152	1336	857	20442	7	0	0
0912656506	406	11	528	1387	153	14607	7	0	0
0912692561	431	9	860	645	1172	18912	6	0	0
0912692561	431	10	448	869	1126	17562	6	0	0
0913367346	478	17	1400	1486	830	10417	0	0	0
0915144433	658	3	213	1498	1512	10394	8	0	0
0915520249	136	4	753	406	1468	8567	6	0	0
0916515982	601	1	440	115	306	9816	6	0	0
0916515982	601	15	366	1259	1049	17746	6	0	0
0917352017	253	2	1188	333	409	6553	6	0	0
0917352017	253	3	1271	1405	172	9820	6	0	0
0917657888	697	24	130	862	590	4418	3	0	0
0919754163	774	13	180	1227	127	6361	6	0	0
0919754163	774	19	13	634	1416	8428	6	0	0
0919946097	365	21	772	1407	377	10685	9	0	0
0920656331	34	1	83	259	652	16092	7	0	0
0920656331	34	9	1117	1295	21	8590	7	243	41.31
0921714483	408	11	245	1067	1172	9559	2	0	0
0922820007	631	15	437	515	288	19229	8	0	0
0929141652	803	22	1430	530	812	13071	10	0	0
0931188601	58	13	1358	513	1223	12145	0	0	0
0931432820	817	18	1099	234	79	14637	1	0	0
0931432901	888	9	487	897	1174	13061	3	198	33.66
0931580242	671	10	839	1039	173	15504	3	0	0
0931580242	671	16	729	919	330	20383	3	0	0
0931580587	87	2	839	1039	525	9968	4	0	0
0932130097	428	10	924	1314	32	18075	0	251	42.67
0932194575	970	9	179	939	244	8691	0	0	0
0932194575	970	15	360	382	267	19007	0	0	0
0932216358	759	1	1209	1253	753	12337	6	0	0
0939416913	201	12	1124	431	504	11513	2	0	0
0940159147	244	11	678	480	464	11510	6	273	46.41
094113086X	351	1	645	31	731	16397	0	0	0
094113086X	351	16	1378	1203	1006	11640	0	0	0
0941423042	882	17	167	1412	167	22113	7	0	0
0941423042	882	24	1481	844	1109	16484	7	0	0
0941483096	699	24	703	590	1460	17685	2	0	0
0943020077	903	19	20	876	543	9163	9	0	0
0943173531	265	3	324	347	466	3789	5	0	0
0943233399	270	6	52	1251	875	19470	3	0	0
0943233399	270	6	1111	837	621	5665	3	0	0
0943734312	285	24	203	336	359	19629	3	0	0
0943734312	285	24	791	94	1667	14140	3	247	41.99
0949641146	87	14	9	397	283	11180	3	0	0
0949892793	634	22	942	214	685	16008	2	123	20.91
0952661020	1000	4	575	1115	1406	7080	2	0	0
0952661020	1000	6	1292	299	1137	19000	2	0	0
0953057526	918	4	753	406	1265	19053	10	0	0
0953327523	361	10	426	619	543	6977	0	0	0
0953881024	195	1	492	20	95	18614	8	0	0
0953881024	195	21	821	132	597	3509	8	0	0
0953881024	522	1	492	20	95	18614	2	0	0
0953881024	522	21	821	132	597	3509	2	0	0
096265342X	345	13	44	117	632	2240	1	0	0
0963517716	661	2	1046	801	1031	21202	7	0	0
0963930419	23	23	700	1221	155	10642	5	57	9.69
0965866807	162	6	59	325	927	19811	4	0	0
0965866807	162	13	1305	220	1092	10909	4	0	0
096587706X	316	20	1349	394	1182	21231	5	0	0
0965941507	932	7	917	1092	1426	11134	2	190	32.3
0965941507	932	24	1039	461	976	18196	2	0	0
0967002303	226	12	1452	180	478	21296	3	209	35.53
0967002303	226	20	292	786	598	950	3	0	0
0967002303	643	12	1452	180	478	21296	2	209	35.53
0967002303	643	20	292	786	598	950	2	0	0
0967375207	982	1	775	282	899	11045	3	0	0
0967375207	982	10	418	1042	1443	9164	3	0	0
0967375207	982	11	201	979	708	16805	3	0	0
0967375207	982	16	80	695	205	14809	3	228	38.76
0967473659	910	5	598	370	1077	7013	9	0	0
0967673747	872	17	574	137	59	13829	3	0	0
0967834368	50	6	1115	855	1404	5700	9	0	0
096787551X	80	3	1336	118	605	21560	0	0	0
0967976405	391	6	641	1456	967	8907	3	0	0
0967976405	391	21	562	1466	164	16819	3	0	0
0969706626	486	3	46	1217	1320	17309	10	0	0
0969706626	486	20	814	859	496	16488	10	0	0
0969706626	486	20	973	995	922	12260	10	0	0
0970116500	621	9	617	687	1032	11381	3	0	0
0970116500	621	17	1267	296	1488	15898	3	0	0
0970747926	228	7	417	630	537	11977	9	0	0
0970760094	237	2	208	323	429	15930	3	100	17
0970760094	237	6	808	1204	1178	14407	3	165	28.05
0971327866	540	3	945	392	1553	6865	7	254	43.18
0971644209	168	14	706	1137	352	15815	1	0	0
0971942315	745	17	1208	1310	1122	21655	4	0	0
0972672702	999	17	1362	1379	1492	13579	0	0	0
0975311255	420	9	834	36	538	18093	1	0	0
1400030366	204	16	298	1421	1007	13202	10	318	54.06
1400032644	173	12	802	254	113	5321	9	0	0
1400033543	594	10	1097	1006	721	8362	7	190	32.3
1400033543	594	20	1263	773	637	12497	7	0	0
140003468X	17	22	1053	500	778	17823	3	145	24.65
1400040442	186	19	1397	938	934	19448	9	0	0
1401068049	496	15	767	1019	1455	21963	8	0	0
1401068049	496	16	258	1361	1240	7212	8	0	0
1401300057	102	21	487	897	66	7472	6	0	0
1401301061	853	2	1187	1422	137	13308	5	0	0
1402709668	636	4	1139	450	251	11196	2	0	0
1402709668	636	11	566	540	1372	15777	2	0	0
1402709668	636	18	1359	1017	1137	11612	2	0	0
140432349X	255	19	547	261	737	19477	6	307	52.19
1410785971	164	1	752	582	782	10410	1	0	0
1410785971	164	23	464	550	753	15083	1	170	28.9
1414034563	899	8	1439	872	26	14324	8	251	42.67
1550170759	557	22	865	1428	978	21340	2	0	0
1550224492	844	4	807	1010	1401	3421	3	0	0
1550224492	844	9	709	162	1414	2847	3	185	31.45
1550224492	844	16	421	1091	1205	10094	3	0	0
1550391038	128	13	1151	711	1358	18147	9	0	0
1550460943	176	18	1123	1013	488	15148	2	0	0
1550545256	304	24	71	574	989	17671	5	0	0
1551280442	424	10	239	1024	820	16786	2	0	0
1551660202	651	12	242	864	1029	11823	10	0	0
1551660202	651	24	78	703	753	234	10	0	0
1551660954	386	17	160	426	877	3449	6	0	0
1551660954	386	19	1372	312	624	9001	6	0	0
1551662981	833	11	449	597	1327	1450	1	0	0
1551662981	833	22	367	1062	617	14708	1	0	0
1551664194	130	11	725	357	949	12216	6	0	0
1551664364	809	19	995	1484	1059	22043	1	0	0
1551666111	526	22	356	636	1386	1138	8	0	0
1551666669	711	8	1312	483	133	20782	0	0	0
1551666669	711	11	649	822	1383	10675	0	0	0
1551667452	520	16	382	1286	1343	1943	2	0	0
155166786X	519	3	1011	244	297	4694	7	0	0
1551668491	197	7	586	861	1485	9535	4	0	0
1551668866	175	18	647	873	456	15131	9	52	8.84
1551668998	835	24	840	1346	343	10916	9	0	0
1551669196	160	6	616	1377	161	8217	2	0	0
1551970929	417	5	1422	1284	636	19931	9	0	0
1552852032	36	22	30	200	1185	12626	9	0	0
1553373405	889	23	1098	141	1394	21430	6	0	0
1555612318	283	3	831	1433	856	16176	3	0	0
1555612318	283	5	1361	980	1557	18313	3	95	16.15
1555612318	283	7	846	309	1230	9813	3	0	0
1555612318	608	3	831	1433	856	16176	8	0	0
1555612318	608	5	1361	980	1557	18313	8	95	16.15
1555612318	608	7	846	309	1230	9813	8	0	0
1555834248	111	23	1080	1213	1297	5299	5	0	0
1555835554	658	5	415	481	566	17713	7	0	0
1555835953	405	6	985	1095	1635	12457	8	296	50.32
1555971105	922	4	1240	93	850	10046	6	0	0
1556110766	469	4	1354	121	740	15527	1	63	10.71
1556432151	484	2	707	829	373	15061	7	0	0
1556610343	152	2	760	374	350	3106	6	0	0
1556610343	152	17	208	323	416	19913	6	0	0
1556610785	203	6	1123	1013	1366	9140	0	0	0
1556610793	485	4	212	666	285	9981	10	0	0
1556616074	273	9	1231	7	469	10151	9	0	0
155661618X	785	9	257	608	705	13803	3	0	0
1556618689	835	3	1058	1469	493	6662	9	147	24.99
1557282048	24	22	691	1368	1149	15451	3	0	0
1557488835	637	7	15	241	826	11348	0	0	0
1557488835	637	9	1318	1016	1192	16636	0	0	0
1557488835	637	18	706	1137	63	10992	0	102	17.34
1557488835	637	21	967	961	23	4401	0	0	0
1557488835	930	7	15	241	826	11348	9	0	0
1557488835	930	9	1318	1016	1192	16636	9	0	0
1557488835	930	18	706	1137	63	10992	9	102	17.34
1557488835	930	21	967	961	23	4401	9	0	0
1557507422	672	1	1472	653	469	15713	2	0	0
1557507422	672	9	632	1122	644	14270	2	0	0
1557733783	833	4	1033	685	448	9916	10	0	0
1557733783	833	12	659	1181	355	22048	10	0	0
1557733783	833	18	294	249	1412	14137	10	0	0
1557733783	833	24	460	834	1503	1500	10	151	25.67
1557787239	164	6	96	693	302	289	2	0	0
1557787239	164	17	616	1377	911	17684	2	0	0
155802218X	995	8	519	165	684	21356	0	0	0
1558174516	711	1	1201	211	474	6710	5	0	0
1558284036	677	21	861	73	813	16477	10	0	0
1558538445	144	7	357	1053	787	20158	10	0	0
1558538445	144	15	702	124	1461	16493	10	0	0
1558538445	144	23	1307	1004	318	19840	10	0	0
1558744290	249	13	1203	1238	1134	11090	2	320	54.4
1558745629	201	4	1057	187	165	15894	0	0	0
1558745629	201	5	498	596	1481	1663	0	0	0
1558746587	387	3	1184	997	202	18840	10	0	0
1558746587	387	18	250	111	877	4469	10	0	0
1558747613	589	11	36	196	1240	15126	0	0	0
1558820604	834	11	1143	884	804	17686	7	183	31.11
1558820604	834	16	940	222	1723	18261	7	192	32.64
1558820604	834	17	897	1374	760	12738	7	0	0
1559212144	594	15	1335	1457	296	14156	7	0	0
1559636823	808	5	786	452	833	16652	3	131	22.27
1559636823	808	17	1423	114	403	19725	3	314	53.38
1559636823	808	18	967	961	1744	21222	3	269	45.73
1559703830	245	10	945	392	596	12511	5	0	0
1559703830	245	18	331	1257	937	1068	5	0	0
1559704241	987	16	528	1387	653	14638	3	0	0
1559704241	987	19	838	1376	553	20001	3	0	0
1560438487	6	11	264	654	1127	864	1	0	0
1561564524	956	2	1057	187	894	12027	4	0	0
1561565601	662	1	1480	177	328	12197	4	0	0
1561633291	262	20	132	1385	1041	4479	2	0	0
1561673935	850	10	858	256	593	22005	7	0	0
1561700401	798	8	1041	1123	1113	13854	5	0	0
1561707244	530	18	649	822	959	13405	8	354	60.18
1561707244	530	18	1468	1197	923	12454	8	0	0
1561708755	469	13	1151	711	766	14129	0	0	0
1561796786	604	10	826	1173	16	11913	7	0	0
1561796786	604	21	1487	528	597	18321	7	118	20.06
1562011731	615	9	444	1478	1039	19162	4	122	20.74
1562011731	615	10	1090	1239	159	9518	4	0	0
1562011731	615	16	37	591	1026	19133	4	286	48.62
1562013815	727	6	824	1199	378	19521	3	0	0
1562055593	408	3	150	310	699	10820	0	139	23.63
1562800035	413	12	827	1420	183	13958	3	0	0
156282788X	391	18	1402	1007	1127	11741	9	0	0
1562827979	211	1	1052	577	308	5089	2	0	0
1562933493	725	5	1051	1076	150	6593	4	0	0
1562933493	725	6	1118	510	539	10907	4	256	43.52
1563335506	963	20	707	829	707	10372	7	0	0
1563890313	281	23	76	1237	1460	3112	6	0	0
156389369X	4	24	916	1384	1068	12073	3	0	0
1563895196	955	7	772	1407	377	11904	0	0	0
1564029654	926	2	287	1342	287	16745	5	0	0
1564140784	940	21	1399	307	1355	12359	1	0	0
1564404757	57	1	816	776	1186	8213	1	0	0
1564404757	57	13	566	540	1036	9403	1	0	0
1564582973	429	24	122	381	143	15587	3	0	0
1564764141	565	2	395	891	395	9747	8	0	0
1564764141	565	4	1035	1442	1329	17271	8	0	0
1564764141	565	13	1410	867	331	15817	8	0	0
1564764141	565	15	377	445	575	5121	8	0	0
1564764273	113	23	1257	740	947	16510	1	0	0
1565048423	926	8	235	488	418	16506	4	285	48.45
1565072464	17	18	1366	1312	1485	21279	8	0	0
1565121953	642	10	346	8	705	21389	9	0	0
1565121953	642	14	216	228	1051	731	9	0	0
1565121953	642	18	249	679	619	9997	9	67	11.39
1565124278	773	16	1378	1203	667	9473	5	0	0
1565230086	417	17	252	809	658	13035	0	0	0
1565301498	798	3	748	725	546	3061	10	0	0
1565610393	738	9	1225	846	961	16357	7	201	34.17
156565269X	237	3	1227	1470	34	16047	4	0	0
1565845609	394	13	162	525	387	21573	6	0	0
1565845609	394	13	1403	708	117	16776	6	0	0
1565890310	271	10	18	1209	1075	18935	10	0	0
1565970187	391	7	1162	562	421	19088	0	100	17
1566194407	778	24	744	149	1438	19556	0	0	0
1566911303	297	5	2	1472	1231	914	8	0	0
1566911303	297	12	1344	1523	1639	21859	8	67	11.39
1567181368	411	19	941	320	512	12655	7	0	0
1567183689	977	5	6	1277	817	9832	7	336	57.12
1567183689	977	17	388	1107	643	11498	7	0	0
1567183689	977	22	1016	1125	1054	14072	7	78	13.26
1567312381	982	10	190	1491	725	643	2	0	0
1567312381	982	18	147	127	978	14531	2	0	0
1567312500	98	1	545	1049	576	8623	1	0	0
1567312950	314	11	889	670	1060	21424	1	0	0
1568361742	420	12	167	1412	1174	19424	4	0	0
1568361742	420	23	1193	1143	1295	10904	4	180	30.6
1568655819	195	4	291	1158	54	12455	6	0	0
1568820461	687	24	1032	1465	1239	13873	0	0	0
1568840489	206	19	626	542	1345	3763	10	0	0
1569245770	289	3	1420	192	495	15190	5	0	0
1569245770	289	6	307	1263	573	8162	5	139	23.63
1569245770	289	6	1219	716	331	6938	5	0	0
1569311803	189	11	1278	871	1160	13933	0	0	0
1569312273	435	13	705	618	1572	11954	6	341	57.97
1569312273	435	24	1223	1117	1432	12588	6	0	0
1569315078	407	2	389	606	700	16338	2	0	0
156931957X	307	7	18	1209	1622	18999	4	273	46.41
156931957X	307	23	1350	243	1384	15407	4	53	9.01
156987512X	671	9	48	1408	15	7662	8	0	0
1570423008	337	10	1338	1132	721	13489	8	0	0
1570540403	830	3	1115	855	107	10945	3	211	35.87
1570540403	830	7	578	434	970	2000	3	0	0
1570540403	830	7	927	1083	531	4117	3	0	0
1570612501	483	18	125	650	1472	1340	9	0	0
1570627401	702	19	1025	1258	313	15055	6	0	0
1570643253	197	20	1147	655	962	14223	9	0	0
1571310223	343	21	453	545	1212	1458	6	0	0
1571310223	343	21	1267	296	221	16478	6	59	10.03
1571740252	797	3	59	325	177	15376	0	0	0
1571740252	797	16	1038	272	660	15879	0	0	0
1571740252	797	17	1208	1310	714	7442	0	0	0
1571740252	875	3	59	325	177	15376	7	0	0
1571740252	875	16	1038	272	660	15879	7	0	0
1571740252	875	17	1208	1310	714	7442	7	0	0
1571742859	168	2	615	713	689	12534	5	180	30.6
1571742859	168	11	762	1247	911	15972	5	0	0
1571742859	168	14	807	1010	1045	15960	5	0	0
1571880399	447	14	1417	50	973	18670	2	0	0
1571880399	447	21	924	1314	190	14719	2	0	0
1571892044	27	14	935	986	1376	8239	9	0	0
1571892044	27	21	1327	868	955	14262	9	348	59.16
1572241934	374	3	1458	1432	793	13064	4	0	0
1573220000	981	11	315	81	483	13318	8	0	0
1573227137	494	6	173	944	229	12372	8	0	0
1573228567	987	2	30	200	183	15204	3	0	0
1573241180	224	15	1053	500	576	17581	5	281	47.77
1573241628	931	5	124	1160	250	392	3	0	0
1573801836	565	8	461	1035	1118	14334	8	0	0
1573801836	565	8	1191	1521	1502	15752	8	0	0
1574101277	769	2	518	17	1067	7559	0	0	0
1574101277	769	21	1185	1272	1222	10990	0	0	0
1574321501	291	8	656	1367	1113	10468	5	73	12.41
1574321501	291	18	980	205	1150	4457	5	0	0
1574322524	438	8	126	1036	1150	18173	4	281	47.77
1575252929	222	14	228	52	1202	18707	8	0	0
1575661918	619	3	1024	339	1063	18797	5	0	0
1575663988	532	4	563	1230	846	14906	8	0	0
1575663988	532	10	220	28	30	17091	8	0	0
1575664305	445	7	294	249	292	11283	1	0	0
1575664305	445	19	968	1402	1538	9852	1	286	48.62
1575665557	505	2	771	453	829	13586	9	0	0
1575665557	505	21	991	520	785	9224	9	0	0
1575665727	927	16	1125	756	1125	16540	2	0	0
1575668270	483	1	962	188	1057	17334	3	0	0
1575668270	483	13	898	1417	1039	11346	3	159	27.03
1576108813	683	1	241	1454	793	4582	6	127	21.59
157731140X	426	6	1	342	1286	19173	6	348	59.16
157731140X	426	22	864	1261	386	20307	6	0	0
1577484495	614	22	465	44	1370	11649	5	167	28.39
1577486684	591	2	513	136	1426	8257	7	0	0
1577489195	743	24	1181	1011	503	15241	6	0	0
1578050642	19	23	259	372	599	19066	5	0	0
1578150477	478	7	696	1235	970	19630	9	0	0
1578150485	249	1	24	625	1480	9661	4	0	0
1578150485	249	4	571	603	866	1977	4	306	52.02
1578150485	249	22	1472	653	1025	11405	4	0	0
1578150485	818	1	24	625	1480	9661	5	0	0
1578150485	818	4	571	603	866	1977	5	306	52.02
1578150485	818	22	1472	653	1025	11405	5	0	0
1578155606	252	12	876	239	1382	18004	4	50	8.5
1578562589	968	7	297	491	842	10083	1	0	0
1578562589	968	13	737	896	664	6641	1	0	0
1578562589	968	17	611	516	933	8983	1	0	0
1579123171	244	14	1365	1050	1574	16207	5	342	58.14
157973006X	408	15	312	806	1466	3839	5	0	0
157973006X	408	17	1393	71	853	14850	5	0	0
158005059X	401	2	228	52	310	17413	10	0	0
1580420249	966	9	1303	1180	1014	21683	3	0	0
1580420249	966	22	153	604	72	3131	3	0	0
1580622119	706	11	606	957	916	11028	3	27	4.59
1580632068	352	19	371	76	1253	16402	2	0	0
1581342195	112	3	28	548	973	10349	1	116	19.72
1581342195	112	21	448	869	280	16535	1	0	0
1582341354	117	6	960	232	1209	14349	7	0	0
1582341354	117	13	327	890	1184	8571	7	0	0
1582342644	773	12	81	857	1616	13243	7	315	53.55
1582342644	773	19	72	726	1308	14398	7	0	0
1582342644	773	21	1196	311	1187	13085	7	0	0
1582342733	986	7	1477	733	1472	18589	2	0	0
158234759X	198	11	1215	459	608	10709	4	0	0
1582347794	786	8	952	295	848	7856	4	0	0
1582347794	786	20	167	1412	1292	11509	4	0	0
1582432651	731	18	52	1251	921	17051	2	0	0
1582461228	661	4	381	42	596	6012	9	0	0
1582616345	345	4	347	912	715	9023	5	0	0
1582700877	789	13	1411	908	800	15700	4	0	0
1583142134	112	8	607	1026	852	3254	3	0	0
1583225498	463	10	1125	756	242	10039	1	220	37.4
1583225498	463	16	555	831	585	15391	1	0	0
1583940634	310	17	33	586	1171	284	3	0	0
1585420859	939	10	827	1420	779	19151	0	0	0
1585420859	939	11	537	1045	1487	18422	0	0	0
158542160X	498	5	240	145	1007	19895	10	0	0
158542160X	498	10	98	1208	25	6817	10	0	0
158542160X	498	16	212	666	1252	18311	10	0	0
158542160X	498	21	645	31	714	11931	10	0	0
158542160X	711	5	240	145	1007	19895	7	0	0
158542160X	711	10	98	1208	25	6817	7	0	0
158542160X	711	16	212	666	1252	18311	7	0	0
158542160X	711	21	645	31	714	11931	7	0	0
1585673390	261	12	311	762	356	21386	3	0	0
1585673390	261	19	1150	1520	1662	13645	3	272	46.24
1586190210	454	13	578	434	1341	16328	1	0	0
1586420429	49	23	1068	383	464	6362	4	0	0
1586609629	156	4	141	215	674	15146	5	0	0
158663061X	87	22	82	1210	111	15475	9	0	0
158717152X	801	9	690	1128	1470	8678	4	0	0
1587430665	239	17	1089	952	1090	16715	3	171	29.07
1590520769	609	2	1162	562	1673	20155	1	339	57.63
1590520769	609	7	840	1346	413	11695	1	0	0
1590520769	609	20	1145	930	12	11650	1	0	0
1590520769	973	2	1162	562	1673	20155	8	339	57.63
1590520769	973	7	840	1346	413	11695	8	0	0
1590520769	973	20	1145	930	12	11650	8	0	0
1590521994	83	2	56	1493	1560	8332	4	290	49.3
1590521994	83	9	723	702	598	21132	4	0	0
1591131774	722	1	870	691	848	14236	3	0	0
1591160766	958	1	879	676	1467	3779	3	0	0
1591160766	958	18	604	1038	689	10985	3	0	0
1591160766	958	24	958	1228	211	9990	3	0	0
1591160766	970	1	879	676	1467	3779	4	0	0
1591160766	970	18	604	1038	689	10985	4	0	0
1591160766	970	24	958	1228	211	9990	4	0	0
1591330297	950	21	472	1201	809	17766	5	0	0
1591821819	221	6	158	367	471	15100	2	347	58.99
1591823005	64	5	192	1330	640	8829	1	0	0
1591823986	53	2	930	1333	610	12441	0	0	0
1591823986	53	7	210	1497	1517	5660	0	0	0
1591823986	53	19	848	572	349	17218	0	0	0
1591823986	106	2	930	1333	610	12441	6	0	0
1591823986	106	7	210	1497	1517	5660	6	0	0
1591823986	106	19	848	572	349	17218	6	0	0
1592231411	752	21	1030	113	872	19249	8	304	51.68
1592400051	584	3	797	1044	329	8924	9	0	0
1592400051	584	4	426	619	1469	11790	9	0	0
1593081065	595	16	746	1338	1014	10273	4	47	7.99
1593270348	321	10	141	215	223	445	10	0	0
1740470893	780	6	43	1159	945	21598	7	161	27.37
1840001623	826	19	1021	627	430	16497	7	0	0
1840385634	515	4	1245	989	626	8445	3	0	0
1840385634	515	7	928	1269	550	13970	3	0	0
1841120685	320	20	600	415	497	8513	0	0	0
1841490830	976	21	636	1448	1011	21644	8	290	49.3
1841950149	23	4	468	1183	792	4993	4	0	0
1841953288	589	24	728	1104	933	16624	1	0	0
1842361538	520	3	595	1506	112	16259	7	0	0
1850153132	48	20	437	515	746	19794	1	0	0
1850761817	5	1	1334	83	31	16865	2	0	0
1850761817	5	22	177	898	1176	18411	2	22	3.74
1851524967	191	6	68	807	462	17762	9	0	0
1851680659	468	14	474	535	1268	8361	3	0	0
1852307862	91	12	71	574	1348	210	4	0	0
1852425679	411	8	680	766	676	18645	5	27	4.59
1852426411	921	10	216	228	1377	10576	2	175	29.75
1852426411	921	24	17	106	645	10859	2	0	0
1853260134	242	4	705	618	605	16442	4	0	0
1853260134	242	7	1298	996	464	10744	4	0	0
1853260568	716	2	218	475	293	15937	8	0	0
1853260967	43	8	524	1103	723	1753	9	0	0
1853260967	43	22	660	1350	597	12466	9	0	0
185326105X	175	18	1215	459	605	17948	5	0	0
185326105X	175	21	348	817	695	20907	5	0	0
1853264253	572	16	441	286	1481	16010	3	0	0
1853266817	188	4	482	1358	214	19020	0	0	0
1853270873	584	3	588	194	1504	17419	7	194	32.98
1853270873	584	18	904	1240	1197	16577	7	0	0
1853912352	983	7	520	1282	520	16688	4	0	0
1855381125	496	14	1028	646	173	9264	4	0	0
1855858320	69	17	1362	1379	68	8916	6	0	0
1855858444	903	17	886	484	1040	16476	1	0	0
1855911396	768	8	30	200	402	10011	3	92	15.64
1855911396	768	23	1458	1432	147	12483	3	0	0
1856953874	251	10	420	661	1295	20840	2	0	0
1856953874	251	16	847	1490	1354	4820	2	0	0
1857021517	281	3	967	961	196	12300	1	0	0
1857987004	335	12	316	1177	219	20030	10	0	0
1857989988	986	4	678	480	1082	18009	8	0	0
1857989988	986	17	1348	328	50	15393	8	101	17.17
1857989988	986	22	40	598	1368	3213	8	0	0
