ISBN	BookTitle	BookAuthor	YearOfPublication	Publisher	Pagenumber	Issue	Genre	Dimensions	BookLanguage
3492049885	Gebrauchsanweisung fe?¼r Amerika.	Paul Watzlawick	2001	Piper	667	14	29.85 x 29.85	ENG	encyclopedia
3492103308	Liebe, dunkler Erdteil: Gedichte aus den Jahren 1942-1967 (Serie Piper)	Ingeborg Bachmann	1988	Piper	266	25	20.96 x 26.04	FR	thriller
3492213472	' Sie belieben wohl zu scherzen, Mr. Feynman.'. Abenteuer eines neugierigen Physikers.	Richard P. Feynman	1996	Piper	286	5	20.96 x 26.04	SP	religion and spirituality
3492221521	Suche impotenten Mann fe?¼rs Leben.	Gaby Hauptmann	1995	Piper	42	18	20.96 x 26.04	FR	cookbook
3492221661	Ke?¼mmert Sie, was andere Leute denken? Neue Abenteuer eines neugierigen Physikers.	Richard P. Feynman	1996	Piper	339	13	29.85 x 29.85	SP	coming of age
3492224466	Lexikon der popule?¤ren Irrte?¼mer.	Walter Kre?¤mer	1998	Piper	605	12	29.85 x 29.85	GER	self help
349222461X	Die Kunst, den Mann fe?¼rs Leben zu finden. 'The Rules'.	Ellen Fein	1997	Piper	554	2	20.96 x 26.04	FR	home and garden
349222539X	Die Le?¼ge im Bett.	Gaby Hauptmann	1997	Piper	22	6	20.96 x 26.04	ENG	anthology
3492225624	Die Sonntagsfrau.	Carlo Fruttero	1998	Piper	322	16	20.96 x 26.04	ENG	autobiography
3492226221	Survival. Die Kunst zu e?¼berleben.	Re?¼diger Nehberg	1998	Piper	62	15	20.96 x 26.04	FR	math
3492227074	Eine Handvoll Me?¤nnlichkeit.	Gaby Hauptmann	1998	Piper	105	13	20.96 x 26.04	ENG	travel
3492228291	Im Tretboot e?¼ber den Atlantik.	Re?¼diger Nehberg	1999	Piper	233	17	20.96 x 26.04	SP	western
3492228550	Gefesselt in Seide.	Anita Shreve	1999	Piper	317	24	12.70 x 12.70	ENG	romance
3492229417	Der tre?¤umende Delphin. Eine magische Reise zu dir selbst.	Sergio Bambaren	1999	Piper	240	7	20.96 x 26.04	GER	mystery
349222962X	Das Winterhaus.	Judith Lennox	2000	Piper	172	20	20.96 x 26.04	CRO	young adult
3492229905	Elisabeth: Kaiserin wider Willen (Serie Piper)	Brigitte Hamann	1998	Piper	624	24	20.96 x 26.04	GER	textbook
3492230512	Meeresleuchten.	Angela Huth	2000	Piper	462	20	20.96 x 26.04	FR	guide
3492231888	Viskovitz, du bist ein Tier. Fabelhafte Liebesgeschichten.	Alessandro Boffa	2001	Piper	377	9	20.96 x 26.04	ENG	textbook
3492232299	Ein Strand fe?¼r meine Tre?¤ume.	Sergio Bambaren	2001	Piper	626	19	20.96 x 26.04	ENG	sports and leisure
3492232582	Dem Tod begegnen und Hoffnung finden. Die emotionale und spirituelle Begleitung Sterbender.	Christine Longaker	2001	Piper	635	21	17.15 x 16.83	GER	political thriller
3492233708	Coq Rouge.	Jan Guillou	2001	Piper	31	1	20.96 x 26.04	ENG	review
3492233724	Im Interesse der Nation. Ein Coq- Rouge- Thriller.	Jan Guillou	2001	Piper	688	17	20.96 x 26.04	GER	humor
3492233848	Land aus Glas. Sonderausgabe.	Alessandro Baricco	2001	Piper	188	16	20.96 x 26.04	GER	home and garden
3492234046	Gott fe?¤hrt Fahrrad. Oder Die wunderliche Welt meines Vaters.	Maarten 't Hart	2003	Piper	297	17	20.96 x 26.04	GER	encyclopedia
3492234399	Tiana.	Lucia St. Clair Robson	2002	Piper	102	8	20.96 x 26.04	ENG	action and adventure
3492235859	Seide. Roman.	Alessandro Baricco	2002	Piper	314	20	20.96 x 26.04	ENG	graphical novel
3492236014	Die letzten Ge?¤ste der Saison. Roman.	Sue Gee	2002	Piper	270	8	20.96 x 26.04	GER	fairytale
3492236324	Love Mail. Roman.	Carina Klein	2002	Piper	404	3	17.15 x 16.83	ENG	graphical novel
3492237495	Oceano Mare. Das Me?¤rchen vom Wesen des Meeres.	Alessandro Baricco	2003	Piper	686	1	20.96 x 26.04	CRO	crafts/hobbies
3492238572	Wer hat Angst vorm be?¶sen Wolf. Sonderausgabe.	Karin Fossum	2003	Piper	351	4	20.96 x 26.04	GER	self help
3492238696	Balzac und die kleine chinesische Schneiderin.	Dai Sijie	2003	Piper	660	4	20.96 x 26.04	SP	classic
3492238882	Die Meere des Se?¼dens. Wenn Tote baden. Zwei Pepe- Carvalho- Romane in einem Band.	Manuel Vazques Montalban	2003	Piper	449	9	20.96 x 26.04	ENG	philosophy
3492256856	Eine fe?¼r alle. Ein Vic Warshawski Kriminalroman.	Sara Paretsky	1998	Piper	679	6	20.96 x 26.04	FR	guide
3492260551	Suche impotenten Mann fe?¼rs Leben.	Gaby Hauptmann	2002	Piper	648	13	20.96 x 26.04	FR	diary
349226056X	Nur ein toter Mann ist ein guter Mann.	Gaby Hauptmann	2002	Piper	321	21	20.96 x 26.04	ENG	memoir
3492265014	Elfenfeuer.	Monika Felten	2003	Piper	173	2	20.96 x 26.04	ENG	mystery
3498005006	Das dritte Ohr: Vom hören der Welt	Joachim Ernst Berendt	1985	Rowohlt	55	6	20.96 x 26.04	CRO	political thriller
3498020862	Die Korrekturen.	Jonathan Franzen	2002	Rowohlt, Reinbek	563	5	20.96 x 26.04	ENG	home and garden
3498029711	Was ich liebte.	Siri Hustvedt	2003	Rowohlt, Reinbek	32	9	20.96 x 26.04	ENG	picture book
349802972X	Zonenkinder.	Jana Hensel	2002	Rowohlt, Reinbek	196	18	20.96 x 26.04	GER	poetry
3498046268	Wenn Frauen zu sehr lieben. Die heimliche Sucht, gebraucht zu werden.	Robin Norwood	1990	Rowohlt, Reinbek	216	17	20.96 x 26.04	ENG	political thriller
3498050273	Sommer der Ze?¼ge.	Stewart ONan	1999	Rowohlt, Reinbek	231	18	29.85 x 29.85	GER	humor
3498063510	Das Zentrum.	Jose Saramago	2002	Rowohlt, Reinbek	501	12	12.70 x 12.70	CRO	humor
3498063618	Ich aber bin hier geboren.	Gregor Sander	2002	Rowohlt, Reinbek	345	20	20.96 x 26.04	ENG	business/economics
349807301X	Endzeit für Tiere: Ein Aufruf zu ihrer Befreiung	Sina Walden	1984	Rowohlt	210	23	20.96 x 26.04	ENG	fairytale
3499100355	Professor Unrat	Heinrich Mann	N/A	Distribooks Int'l+inc	111	3	17.15 x 16.83	ENG	religion and spirituality
3499100770	Kalendergeschichten	Bertolt Brecht	N/A	Rowohlt Berlin Verlag Gmbh	462	15	12.70 x 12.70	GER	art/architecture
349910170X	Draussen Vor Der Tuer	Wolfgang Borchert	1998	Schoenhofsforeign Books Inc	561	14	20.96 x 26.04	GER	classic
3499108356	Ke?¼sschen, Ke?¼sschen.	Roald Dahl	1994	Rowohlt Tb.	183	24	20.96 x 26.04	ENG	history
3499109298	Liebende Frauen.	David Herbert Lawrence	1967	Rowohlt Tb.	172	9	20.96 x 26.04	ENG	cookbook
3499114178	Gammler, Zen und Hohe Berge.	Jack Kerouac	1971	Rowohlt Tb.	482	11	20.96 x 26.04	FR	crafts/hobbies
3499117843	Das lyrische Stenogrammheft: Kleines Lesebuch für Grosse	Mascha Kaléko	1974	Rowohlt	223	8	20.96 x 26.04	CRO	health/fitness
349912176X	Inspektor Jury ke?¼e?e?t die Muse. Roman.	Martha Grimes	2003	Rowohlt Tb.	651	10	20.96 x 26.04	ENG	mystery
3499122146	Der Archipel GULAG.	Alexander Solschenizyn	1988	Rowohlt Tb.	125	12	20.96 x 26.04	GER	suspense
3499128381	Am Anfang war das Wort. Texte von 1969 bis 1990. ( rororo aktuell / Essay).	Vaclav Havel	1990	Rowohlt Tb.	344	5	20.96 x 26.04	CRO	young adult
3499129604	Ste?¼rmische Begegnung. Roman.	Rosamunde Pilcher	1992	Rowohlt Tb.	31	24	20.96 x 26.04	ENG	sports and leisure
3499133261	Der Schwimmer. Stories.	John Cheever	1995	Rowohlt Tb.	287	18	29.85 x 29.85	GER	self help
3499133709	September	Rosamunde Pilcher	N/A	Rowholt Verlag Gmbh	277	10	20.96 x 26.04	ENG	true crime
3499134411	Stadtgeschichten Band 1	Armistead Maupin	N/A	Rowholt Verlag Gmbh	640	8	20.96 x 26.04	ENG	humor
3499134446	Tollivers Reisen. Stadtgeschichten IV.	Armistead Maupin	1995	Rowohlt Tb.	699	18	20.96 x 26.04	ENG	self help
3499134934	Paarungen	Peter Schneider	N/A	Distribooks Int'l+inc	375	12	20.96 x 26.04	ENG	romance
3499136899	Die Namen.	Don DeLillo	1996	Rowohlt Tb.	660	3	17.15 x 16.83	ENG	dictionary
3499137070	Als der Blues begann.	Janice Deaner	1995	Rowohlt Tb.	52	8	12.70 x 12.70	GER	crime
3499137909	Der Plan von der Abschaffung des Dunkels.	Peter Hoeg	1998	Rowohlt Tb.	72	6	20.96 x 26.04	GER	drama
3499138050	Kolonien Der Lieber	Elke Heidenreich	N/A	Rowohlt Taschenbuch Verlag GmbH	198	7	12.70 x 12.70	GER	political thriller
3499142813	Wer die Nachtigall ste?¶rt.	Harper Lee	1978	Rowohlt Tb.	693	5	20.96 x 26.04	ENG	self help
349915398X	Hasenherz. Roman.	John Updike	1976	Rowohlt Tb.	441	13	20.96 x 26.04	ENG	crime
349915711X	Gespensterpferde	Blixen	N/A	Rowohlt Taschenbuch Verlag GmbH	450	23	20.96 x 26.04	ENG	history
3499169169	Ich bin o.k., Du bist o.k.	Thomas A. Harris	2002	Rowohlt Tb.	41	19	20.96 x 26.04	ENG	cookbook
3499169231	Das ungeborene Kind (Rororo-Sachbuch)	Roswitha Theile-Schlüter	1975	Rowohlt	438	12	20.96 x 26.04	CRO	home and garden
3499169851	Die Rudolf Steiner Schule Ruhrgebiet: Leben, lehren, lernen in e. Waldorfschule : e. freie Schule sieht sich selbst (Rororo-Sachbuch)	Rudolf Steiner Schule Ruhrgebiet	1976	Rowohlt	267	23	20.96 x 26.04	SP	classic
3499170523	Anatomie der menschlichen Destruktivite?¤t	Erich Fromm	1996	Rowohlt Tb.	18	9	20.96 x 26.04	GER	drama
3499178958	So werden Kinder sauber. Schwierigkeiten und Erfolge	Gunhild Grimm	1985	Rowohlt Tb.	68	15	20.96 x 26.04	GER	religion and spirituality
3499187809	Der Mann, der seine Frau mit einem Hut verwechselte. ( sachbuch).	Oliver Sacks	1990	Rowohlt Tb.	437	22	20.96 x 26.04	GER	comic book
3499188848	Der Tag, an dem mein Bein fortging. ( sachbuch).	Oliver Sacks	1991	Rowohlt Tb.	601	10	20.96 x 26.04	GER	diary
3499200570	Ich Bin 13	Hornschuh	N/A	Rowohlt Taschenbuch Verlag GmbH	537	11	12.70 x 12.70	ENG	business/economics
3499201712	Vorstadt-krokodile	Grun	N/A	Rowohlt Taschenbuch Verlag GmbH	605	5	20.96 x 26.04	FR	young adult
3499202166	Der Kleine Vampir	Angela Sommer-Bodenburg	1998	Distribooks Inc	611	1	20.96 x 26.04	GER	textbook
349920326X	Wer Hat Dich, Du Schoner Wald...	Marcks	N/A	Rowohlt Taschenbuch Verlag GmbH	62	3	17.15 x 16.83	ENG	drama
3499221489	Heimkehr.	Rosamunde Pilcher	1997	Rowohlt Tb.	155	4	20.96 x 26.04	ENG	alternate history
3499222604	Die globalisierte Frau: Berichte aus der Zukunft der Ungleichheit (Frauen aktuell)	Christa Wichterich	1998	Rowohlt	542	9	20.96 x 26.04	SP	classic
349922271X	Illuminatus 01. Das Auge in der Pyramide.	Robert Shea	1997	Rowohlt Tb.	567	10	20.96 x 26.04	CRO	historical fiction
3499223155	Die Frau und der Affe.	Peter Hoeg	1999	Rowohlt Tb.	321	20	20.96 x 26.04	GER	mystery
3499223724	Briefe an Sartre 1. 1930 - 1939.	Simone de Beauvoir	1998	Rowohlt Tb.	427	18	20.96 x 26.04	ENG	encyclopedia
3499224402	Ein Spiel und ein Zeitvertreib.	James Salter	2000	Rowohlt Tb.	67	2	20.96 x 26.04	ENG	horror
3499224615	Maus 1. Mein Vater kotzt Geschichte aus. Die Geschichte eines e?e?berlebenden.	Art Spiegelman	1999	Rowohlt Tb.	469	2	20.96 x 26.04	FR	graphical novel
3499224674	Die Stadt der Blinden.	Jose Saramago	1999	Rowohlt Tb.	19	14	20.96 x 26.04	GER	philosophy
349922576X	Roman eines Schicksallosen.	Imre Kertesz	1999	Rowohlt Tb.	244	2	20.96 x 26.04	ENG	sports and leisure
3499225905	Nova Express.	William S. Burroughs	2000	Rowohlt Tb.	292	24	20.96 x 26.04	ENG	autobiography
3499226685	Die ungehorsame Tochter. Ein historischer Kriminalroman.	Petra Oelker	2000	Rowohlt Tb.	545	5	20.96 x 26.04	ENG	journal
3499226863	Gott und die Wilmots.	John Updike	1999	Rowohlt Tb.	420	16	20.96 x 26.04	ENG	poetry
3499226960	Der Himmel unter der Stadt.	Colum McCann	2000	Rowohlt Tb.	460	13	12.70 x 12.70	GER	short story
3499227088	Zen und die Kunst des Mordens.	Elizabeth M. Cosin	2000	Rowohlt Tb.	196	15	20.96 x 26.04	ENG	picture book
3499227320	Geisha.	Liza Dalby	2000	Rowohlt Tb.	518	14	12.70 x 12.70	ENG	action and adventure
3499227339	Olympisches Feuer.	Liza Marklund	2001	Rowohlt Tb.	354	22	20.96 x 26.04	ENG	romance
3499227444	Eine Zierde in ihrem Hause. Die Geschichte der Ottilie von Faber- Castell.	Asta Scheib	2000	Rowohlt Tb.	210	16	20.96 x 26.04	GER	math
3499227983	Die Gedanken des Be?¶sen.	Michael Crichton	2000	Rowohlt Tb.	82	18	20.96 x 26.04	CRO	children
3499228327	Der Knochenmann.	Wolf Haas	2000	Rowohlt Tb.	635	16	20.96 x 26.04	GER	fairytale
3499228335	Der Plan.	Philip Kerr	2000	Rowohlt Tb.	18	12	20.96 x 26.04	GER	coming of age
3499228688	Ausgebremst. Der Roman zur Formel 1.	Wolf Haas	2001	Rowohlt Tb.	584	13	20.96 x 26.04	GER	encyclopedia
3499228750	Studio 6.	Liza Marklund	2002	Rowohlt Tb.	563	15	12.70 x 12.70	ENG	historical fiction
3499229188	Wenn ich schon gefragt werde.	John Updike	2001	Rowohlt Tb.	446	21	20.96 x 26.04	ENG	suspense
3499229412	Meineid: Roman	Petra Hammesfahr	2001	Rowohlt Taschenbuch Verlag GmbH	409	22	20.96 x 26.04	ENG	picture book
3499229528	Der Mann, der sich in Luft aufle?¶ste.	Maj Sje?¶wall	2000	Rowohlt Tb.	484	21	20.96 x 26.04	SP	history
3499229536	Der Mann auf dem Balkon.	Maj Sje?¶wall	2000	Rowohlt Tb.	308	11	20.96 x 26.04	GER	sports and leisure
3499229560	Und die Groe?e?en le?¤e?e?t man laufen.	Maj Sje?¶wall	2000	Rowohlt Tb.	81	15	12.70 x 12.70	ENG	science fiction
3499230208	Die wichtigen Dinge des Lebens.	Cynthia Victor	2001	Rowohlt Tb.	664	18	20.96 x 26.04	FR	short story
3499230305	Der stille Herr Genardy.	Petra Hammesfahr	2001	Rowohlt Tb.	151	24	20.96 x 26.04	GER	short story
3499230755	Eine Seele von Me?¶rder.	P. D. James	2001	Rowohlt TB-V., Rnb.	552	16	20.96 x 26.04	GER	guide
3499230879	Vergangenes und Gegenwe?¤rtiges. Erinnerungen.	Monika Mann	2001	Rowohlt Tb.	506	6	20.96 x 26.04	ENG	dictionary
3499231921	Die Liebe we?¤hrt drei Jahre.	Frederic Beigbeder	2003	Rowohlt Tb.	186	10	20.96 x 26.04	ENG	business/economics
3499232022	Die Nibelungen.	Moritz Rinke	2002	Rowohlt Tb.	500	21	20.96 x 26.04	ENG	satire
3499232251	Merkels Tochter.	Petra Hammesfahr	2002	Rowohlt Tb.	609	5	29.85 x 29.85	ENG	sports and leisure
349923257X	Die Schmetterlinge von Cordoba.	Magdalena Lasala	2002	Rowohlt Tb.	326	16	20.96 x 26.04	ENG	short story
3499232634	Herzort.	Steinunn Sigurdardottir	2003	Rowohlt Tb.	324	7	20.96 x 26.04	ENG	health/fitness
3499232839	Im falschen Licht.	Carlo Sche?¤fer	2002	Rowohlt Tb.	638	11	20.96 x 26.04	ENG	history
3499232871	Herzsprung	Ildiko Kurthy	2003	Distribooks Inc	416	11	20.96 x 26.04	ENG	travel
3499233002	In guten wie in schlechten Tagen.	Carole Matthews	2003	Rowohlt Tb.	162	19	20.96 x 26.04	FR	historical fiction
3499233215	Das Me?¤dchenbuch.	Sven Amtsberg	2003	Rowohlt Tb.	393	13	20.96 x 26.04	CRO	thriller
3499233312	Wie die Tiere.	Wolf Haas	2002	Rowohlt Tb.	627	3	17.15 x 16.83	ENG	guide
349923422X	Hausmann gesucht.	Katrin Hummel	2003	Rowohlt Tb.	684	13	20.96 x 26.04	ENG	classic
3499251272	Falsche Jahre: Roman (Das Neue Buch)	Wilhelm Genazino	1979	Rowohlt	295	1	20.96 x 26.04	CRO	suspense
3499261332	Gruschko	Philip Kerr	1998	Rowohlt Taschenbuch Verlag GmbH	241	6	20.96 x 26.04	ENG	encyclopedia
3499262290	Socke und Konsorten. Tierische Geschichten aus meinem Paradies auf Mallorca.	Alida Gundlach	2000	Wunderlich im Rowohlt	312	23	12.70 x 12.70	ENG	biography
3499420694	Gefährliche Neugier (Rororo Thriller)	Hansjörg Martin	1965	Rowohlt	257	9	20.96 x 26.04	FR	science
3499432447	Auferstehung Der Toten	Wolf Haas	1999	Rowohlt Taschenbuch Verlag GmbH	668	7	20.96 x 26.04	GER	religion and spirituality
349960728X	Stimmts? Moderne Legenden im Test.	Christoph Dre?¶sser	1998	Rowohlt Tb.	83	7	20.96 x 26.04	GER	autobiography
3499608804	Leben auf dem Menschen. Die Geschichte unserer Besiedler.	Je?¶rg Blech	2000	Rowohlt Tb.	670	4	20.96 x 26.04	SP	memoir
3499608936	Morgens Sche?¼rze, abends Strapse.	Ina Freiwald	2000	Rowohlt Tb.	88	19	20.96 x 26.04	ENG	crime
3499609339	Stimmts? Noch mehr moderne Legenden im Test.	Christoph Dre?¶sser	2000	Rowohlt Tb.	220	8	20.96 x 26.04	GER	textbook
3499611279	Eine Stunde fe?¼r mich allein. Das Verwe?¶hnprogramm fe?¼r gestree?e?te Me?¼tter.	Anna von Me?¼nchhausen	2001	Rowohlt Tb.	629	21	20.96 x 26.04	CRO	self help
3502518785	Der blaue Stein.	Gilbert Sinoue	2002	Scherz	355	25	20.96 x 26.04	RUS	drama
3502670005	I Ging. Das Buch der Wandlung. Das groe?e?e Weisheits- und Orakelbuch der alten Chinesen.	John. Blofeld	1999	O. W. Barth Bei Scherz	470	14	20.96 x 26.04	CRO	graphical novel
3505072923	Highway-Melodie: Mit dem Motorrad 20 000 km quer durch die USA (Schneider-Buch)	Oluf Zierl	1981	F. Schneider	689	10	20.96 x 26.04	GER	anthology
3506500104	Das Neue Testament	Konstantin Rosch	N/A	Ferdinand Schoningh Verlag GmbH	234	6	20.96 x 26.04	CRO	self help
3518013963	Der Tag, an dem Er selbst mir die Tre?¤nen abgewischt.	Kenzaburo Oe	1995	Suhrkamp	165	20	20.96 x 26.04	GER	cookbook
3518100017	Edition Suhrkamp, Nr.1, Leben des Galilei	Bertolt Brecht	2002	Suhrkamp	174	14	20.96 x 26.04	FR	fairytale
3518100122	Edition Suhrkamp, Nr.12, Tractatus logico-philosophicus	Ludwig Wittgenstein	1963	Suhrkamp	592	17	20.96 x 26.04	ENG	historical fiction
3518100416	Edition Suhrkamp, Nr.41, Biedermann und die Brandstifter	Max Frisch	1963	Suhrkamp	664	15	20.96 x 26.04	GER	crafts/hobbies
3518100734	Der Gute Mensch Von Sezuan	Bertolt Brecht	N/A	Distribooks Int'l+inc	414	19	20.96 x 26.04	GER	western
3518102079	Probleme der Philosophie.	Bertrand Russell	1967	Suhrkamp	71	2	20.96 x 26.04	GER	travel
3518115758	Samthase und Odradek (Edition Suhrkamp)	Ulrich Holbein	1990	Suhrkamp	288	2	20.96 x 26.04	ENG	satire
3518119966	X-te Person Einzahl: Gedichte (Edition Suhrkamp)	Gerhard Falkner	1996	Suhrkamp	692	1	20.96 x 26.04	ENG	children
3518188089	Suhrkamp BasisBibliothek (SBB), Nr.8, Andorra	Max Frisch	1999	Suhrkamp	121	15	20.96 x 26.04	SP	business/economics
3518365010	Suhrkamp Taschenbe?¼cher, Nr.1, Warten auf Godot	Samuel Beckett	1971	Suhrkamp	475	17	12.70 x 12.70	ENG	historical fiction
3518366122	Hiroshima mon amour.	Marguerite Duras	1973	Suhrkamp	155	21	20.96 x 26.04	ENG	young adult
3518367064	Demian. Die Geschichte von Emil Sinclairs Jugend.	Hermann Hesse	1974	Suhrkamp	160	25	20.96 x 26.04	SP	romance
3518367862	Mein Name Sei Gantenbein	Max Frisch	N/A	Suhrkamp Verlag	175	22	20.96 x 26.04	ENG	business/economics
3518368540	Homo Faber	Max Frisch	N/A	Distribooks Int'l+inc	459	10	12.70 x 12.70	ENG	short story
3518368567	Nacht und Schimmel. Erze?¤hlungen	Stanislaw Lem	1976	Suhrkamp	123	4	20.96 x 26.04	ENG	picture book
3518372408	Terminus und andere Geschichten vom Piloten Pirx.	Stanislaw Lem	1996	Suhrkamp	184	9	20.96 x 26.04	GER	thriller
3518373080	Die verlorenen Spuren. Roman.	Alejo Carpentier	1982	Suhrkamp	529	6	12.70 x 12.70	ENG	short story
3518377051	Die Büchermacher: Von Autoren, Verlegern, Buchhändlern, Messen und Konzernen (Suhrkamp Taschenbuch)	Günther Rühle	1985	Suhrkamp	20	6	20.96 x 26.04	FR	fairytale
3518380338	Korrektur. Roman.	Thomas Bernhard	1988	Suhrkamp	641	16	20.96 x 26.04	ENG	home and garden
3518383620	Der Kaiser von Amerika.	George Bernard Shaw	1992	Suhrkamp	386	11	29.85 x 29.85	GER	textbook
3518383906	Irrle?¤ufer. Erze?¤hlungen. ( Phantastische Bibliothek, 285).	Stanislaw Lem	1992	Suhrkamp	303	11	20.96 x 26.04	ENG	home and garden
3518383973	Eva Luna.	Isabel Allende	2003	Suhrkamp	350	22	20.96 x 26.04	ENG	diary
351838645X	Der Mensch vom Mars. Roman. ( Phantastische Bibliothek, 291).	Stanislaw Lem	1992	Suhrkamp	618	12	20.96 x 26.04	GER	sports and leisure
3518387855	Der Mythos vom Zivilisationsprozee?e? 1. Nacktheit und Scham.	Hans Peter Duerr	1994	Suhrkamp	236	25	20.96 x 26.04	GER	children
3518388762	Besessen	A. S. Byatt	1994	Intl Book Import Service	462	11	20.96 x 26.04	ENG	children
3518388916	Bitterse?¼e?e?e Schokolade.	Laura Esquivel	1994	Suhrkamp	165	12	20.96 x 26.04	ENG	political thriller
351838922X	Die Literatur der Angst. Zur Geschichte der Phantastik.	Howard Phillips Lovecraft	1995	Suhrkamp	246	20	20.96 x 26.04	GER	math
3518390473	Der Wettermacher.	Peter Weber	1999	Suhrkamp	678	21	20.96 x 26.04	GER	short story
351839293X	Das Hospital der Verkle?¤rung.	Stanislaw Lem	1998	Suhrkamp	335	20	20.96 x 26.04	CRO	young adult
3518394010	Lebensgeschichten aus Israel. Zwe?¶lf Gespre?¤che.	Ingrid Wiltmann	1998	Suhrkamp	139	14	12.70 x 12.70	FR	textbook
3518394460	In einer dunklen Nacht ging ich aus meinem stillen Haus.	Peter Handke	1999	Suhrkamp	549	16	12.70 x 12.70	FR	autobiography
3518394916	Zazie in der Metro.	Raymond Queneau	1999	Suhrkamp	161	2	20.96 x 26.04	GER	classic
3518396315	Endlich Nichtleser: Die beste Methode, mit dem Lesen für immer aufzuhören (Suhrkamp Taschenbuch)	Gion Mathias Cavelty	2000	Suhrkamp	549	22	29.85 x 29.85	FR	dictionary
3518398962	Die 1001 Jahre der Sehnsucht.	Rachid Boudjedra	2002	Suhrkamp	15	21	20.96 x 26.04	GER	crafts/hobbies
3518401270	Mein Herz, mein Zimmer, mein Name	Friederike Mayröcker	1988	Suhrkamp	605	19	29.85 x 29.85	ENG	comic book
3518404741	Amanda herzlos: Roman	Jurek Becker	1992	Suhrkamp	480	9	20.96 x 26.04	CRO	horror
3518410326	Cherubin Hammer und Cherubin Hammer	Peter Bichsel	1999	Suhrkamp	59	22	29.85 x 29.85	ENG	western
3518410504	Allerseelen.	Cees Nooteboom	1999	Suhrkamp	174	3	17.15 x 16.83	FR	science
3518412167	Requiem fe?¼r Ernst Jandl.	Friederike Mayre?¶cker	2001	Suhrkamp	687	19	20.96 x 26.04	ENG	travel
3522173759	Der dunkle Turm. ( Ab 10 J.).	Sabine Blazy	2000	Thienemann Verlag	41	15	20.96 x 26.04	GER	fairytale
3522701003	Der Spiegel im Spiegel: Ein Labyrinth	Michael Ende	1984	Weitbrecht	199	16	20.96 x 26.04	GER	biography
3526417857	Rain Man. Penguin Readers Level 3 (engl.)	Leonore Fleischer	1998	Langensch.-Hachette, M	203	16	20.96 x 26.04	GER	memoir
3540587101	Multimedia Database Systems: Issues and Research Directions (Artificial Intelligence, Vol 15)	V.S. Subrahmanian	1995	Springer-Verlag	598	19	20.96 x 26.04	CRO	guide
3546001575	Der Geschichtenmacher.	Kjell Johansson	1999	Claassen Verlag	427	2	20.96 x 26.04	GER	humor
3546002407	Das vertauschte Gesicht.	Ake Edwardson	2001	Claassen Verlag	102	11	20.96 x 26.04	SP	historical fiction
3546002946	Der Himmel auf Erden.	Ake Edwardson	2002	Claassen Verlag	294	1	20.96 x 26.04	GER	math
3547744253	Satan ist auf Gottes Seite: Roman	Hans Herlin	1981	Schröder	680	9	20.96 x 26.04	ENG	political thriller
3548201407	Der Golem	Meyrink	N/A	Ullstein-Taschenbuch-Verlag, Zweigniederlassung der Ullstein Buchverlage GmbH	37	15	20.96 x 26.04	GER	cookbook
3548202020	Puppenmord (Fiction, Poetry and Drama)	Sharpe	N/A	Ullstein-Taschenbuch-Verlag, Zweigniederlassung der Ullstein Buchverlage GmbH	366	17	12.70 x 12.70	ENG	autobiography
3548205003	Mein Schwarzes Sofa	Bruckner	N/A	Ullstein-Taschenbuch-Verlag, Zweigniederlassung der Ullstein Buchverlage GmbH	298	11	20.96 x 26.04	ENG	alternate history
3548208975	Die Me?¶we Jonathan.	Richard Bach	1972	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	530	8	20.96 x 26.04	ENG	sports and leisure
3548224318	Im Westen Nichts Neues	Remarque	N/A	Ullstein-Taschenbuch-Verlag, Zweigniederlassung der Ullstein Buchverlage GmbH	157	1	20.96 x 26.04	ENG	poetry
354823285X	Die Kunst Des Liebens	Erich Frommm	N/A	Ullstein	437	20	20.96 x 26.04	ENG	fairytale
3548234267	Der Biberpelz. Eine Diebskome?¶die.	Gerhart Hauptmann	1994	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	35	5	20.96 x 26.04	GER	crafts/hobbies
3548239323	Klar Schiff zum Gefecht. Richard Bolitho - Kapite?¤n des Ke?¶nigs.	Alexander Kent	1996	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	277	17	20.96 x 26.04	ENG	business/economics
3548239420	Der Ketzer von Soana.	Gerhart Hauptmann	1996	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	428	18	12.70 x 12.70	GER	comic book
3548243746	Kelim Connection.	Je?¼rgen Ebertowski	1998	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	556	13	20.96 x 26.04	ENG	review
3548245544	Mein erster Sony.	Benny Barbasch	1999	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	544	16	20.96 x 26.04	ENG	alternate history
3548245897	Hin und weg.	Ethan Hawke	1999	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	468	17	20.96 x 26.04	ENG	alternate history
3548245978	Der Fledermausmann.	Jo Nesboe	1999	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas	528	2	20.96 x 26.04	GER	textbook
354824789X	Browns Grabgesang. Kriminalroman.	James Ellroy	2000	Ullstein Tb	220	20	20.96 x 26.04	ENG	diary
